PID,query,topic,Specificity Level,Reason,topic_familiarity_x,topic_interest_x,topic_difficulty_x,info_revelance_x,info_difficulty_x,task_order,Receive,Submit,Unnamed: 0_x,topic_familiarity_y,topic_interest_y,topic_difficulty_y,info_revelance_y,info_difficulty_y,order_x,Input_x,Output_x,Unnamed: 0_y,topic_familiarity,topic_interest,topic_difficulty,info_revelance,info_difficulty,order_y,Input_y,Output_y
PA24,Vehicle tire recycling usage and history.,419,2,The query focuses on a specific topic—vehicle tire recycling—indicating a level of interest beyond general recycling topics. However,1.0,4.0,5.0,5.0,1.0,9.0,READ,SPEAK,179.0,1.0,4.0,5.0,5.0,1.0,9.0,READ,TYPE,179.0,1.0,4.0,5.0,5.0,1.0,9.0,READ,TYPE
PA26,can you recycle car tires,419,2,The query asks about the recycling of car tires,,,,,,,,,181.0,1.0,1.0,5.0,5.0,3.0,10.0,LISTEN,TYPE,181.0,1.0,1.0,5.0,5.0,3.0,10.0,LISTEN,TYPE
PA29,What are the risk to used recycled tires ?,419,2,The query is moderately specific because it focuses on the risks associated with a particular subject (used recycled tires),4.0,5.0,1.0,1.0,3.0,6.0,LISTEN,SPEAK,184.0,4.0,5.0,1.0,1.0,3.0,6.0,LISTEN,TYPE,184.0,4.0,5.0,1.0,1.0,3.0,6.0,LISTEN,TYPE
PA30,what can we make with recycled tyres,419,2,The query is moderately specific as it seeks information about potential uses for recycled tyres,5.0,5.0,1.0,4.0,1.0,5.0,LISTEN,SPEAK,185.0,5.0,5.0,1.0,4.0,1.0,5.0,LISTEN,TYPE,185.0,5.0,5.0,1.0,4.0,1.0,5.0,LISTEN,TYPE
PA33,What are recycled tyres used for?,419,1,"The query ""What are recycled tyres used for?"" is quite general and does not specify any particular aspect of recycled tyres",4.0,3.0,2.0,5.0,2.0,8.0,LISTEN,SPEAK,188.0,4.0,3.0,2.0,5.0,2.0,8.0,LISTEN,TYPE,188.0,4.0,3.0,2.0,5.0,2.0,8.0,LISTEN,TYPE
PA2,the details of Greek philosophy scocism,433,2,"The query focuses on ""Greek philosophy",,,,,,,,,189.0,2.0,4.0,4.0,1.0,4.0,12.0,READ,SPEAK,189.0,2.0,4.0,4.0,1.0,4.0,12.0,READ,SPEAK
PA3,What are the Greek stoics? What is its historic significance?,433,2,The query asks about Greek stoics in general and their historic significance,,,,,,,,,190.0,1.0,3.0,1.0,2.0,1.0,6.0,READ,SPEAK,190.0,1.0,3.0,1.0,2.0,1.0,6.0,READ,SPEAK
PA6,Greek stoicism current events,433,2,"The query ""Greek stoicism current events"" is moderately specific as it focuses on a particular philosophical school (Greek stoicism) and seeks information about contemporary happenings related to it. However",4.0,4.0,1.0,4.0,1.0,12.0,READ,SPEAK,192.0,4.0,4.0,1.0,4.0,1.0,12.0,READ,TYPE,192.0,4.0,4.0,1.0,4.0,1.0,12.0,READ,TYPE
PA7,Where can i find greek stoic plays or artistic productions taking place or are being planned?,433,2,The query is moderately specific as it focuses on Greek stoic plays or artistic productions and seeks information regarding their current or planned locations. However,4.0,5.0,1.0,4.0,1.0,5.0,LISTEN,SPEAK,193.0,4.0,5.0,1.0,4.0,1.0,5.0,LISTEN,TYPE,193.0,4.0,5.0,1.0,4.0,1.0,5.0,LISTEN,TYPE
PA9,What are the recent Greek plays?,433,2,The query is moderately specific because it asks for recent Greek plays,2.0,2.0,4.0,3.0,4.0,6.0,READ,SPEAK,195.0,2.0,2.0,4.0,3.0,4.0,6.0,READ,TYPE,195.0,2.0,2.0,4.0,3.0,4.0,6.0,READ,TYPE
PA10,what is Greeks plan for art and stoicism,433,2,"The query is moderately specific because it asks about a particular cultural aspect (""Greeks' plan for art and stoicism"")",1.0,2.0,4.0,4.0,5.0,6.0,READ,SPEAK,196.0,1.0,2.0,4.0,4.0,5.0,6.0,READ,TYPE,196.0,1.0,2.0,4.0,4.0,5.0,6.0,READ,TYPE
PA5,Contemporary Stoicism productions,433,2,"The term ""Contemporary Stoicism productions"" is moderately specific as it refers to a specific philosophy (Stoicism) and its modern interpretations or applications (productions). However",4.0,5.0,4.0,5.0,2.0,1.0,READ,SPEAK,197.0,4.0,5.0,4.0,5.0,2.0,1.0,READ,TYPE,197.0,4.0,5.0,4.0,5.0,2.0,1.0,READ,TYPE
PA11,Whether does Greek stoic play and artistic productions are taking place or being planned?,433,2,The query is moderately specific as it asks about the occurrence or planning of Greek stoic plays and artistic productions. While it specifies a particular subject (Greek stoic plays and artistic productions),1.0,4.0,4.0,5.0,2.0,11.0,LISTEN,SPEAK,198.0,1.0,4.0,4.0,5.0,2.0,11.0,LISTEN,TYPE,198.0,1.0,4.0,4.0,5.0,2.0,11.0,LISTEN,TYPE
PA12,Who are greeks,433,1,"The query ""Who are greeks"" is not specific because it is quite vague and could refer to various aspects such as the people of Greece",3.0,3.0,3.0,3.0,2.0,4.0,LISTEN,SPEAK,199.0,3.0,3.0,3.0,3.0,2.0,4.0,LISTEN,TYPE,199.0,3.0,3.0,3.0,3.0,2.0,4.0,LISTEN,TYPE
PA16,Upcoming artistic productions for Greek philosophy of stoicism,433,2,The query is moderately specific as it refers to a particular theme (Greek philosophy of stoicism) in the context of upcoming artistic productions. However,2.0,3.0,3.0,3.0,5.0,6.0,READ,SPEAK,203.0,2.0,3.0,3.0,3.0,5.0,6.0,READ,TYPE,203.0,2.0,3.0,3.0,3.0,5.0,6.0,READ,TYPE
PA17,What are some modern media that feature Greek stoicism?,433,2,The query is moderately specific as it seeks information on modern media that feature a particular philosophical concept,4.0,4.0,4.0,4.0,4.0,5.0,READ,SPEAK,204.0,4.0,4.0,4.0,4.0,4.0,5.0,READ,TYPE,204.0,4.0,4.0,4.0,4.0,4.0,5.0,READ,TYPE
PA18,Is there any artistic productions or projects related with Greek philosophy of Sotoism been doing? ,433,2,The query is moderately specific as it references a unique combination of artistic productions or projects in relation to Greek philosophy and Sotoism. However,4.0,5.0,2.0,5.0,2.0,10.0,LISTEN,SPEAK,205.0,4.0,5.0,2.0,5.0,2.0,10.0,LISTEN,TYPE,205.0,4.0,5.0,2.0,5.0,2.0,10.0,LISTEN,TYPE
PA19,are there any greek plays are being conducted nearby?,433,1,The query is vague and general because it does not specify a particular location,1.0,3.0,3.0,3.0,3.0,1.0,READ,SPEAK,206.0,1.0,3.0,3.0,3.0,3.0,1.0,READ,TYPE,206.0,1.0,3.0,3.0,3.0,3.0,1.0,READ,TYPE
PA22,Who is the founder of Stoicism?,433,3,The query is very specific as it asks for the identity of a single individual who founded a philosophical school (Stoicism),5.0,5.0,1.0,1.0,1.0,4.0,LISTEN,SPEAK,209.0,5.0,5.0,1.0,1.0,1.0,4.0,LISTEN,TYPE,209.0,5.0,5.0,1.0,1.0,1.0,4.0,LISTEN,TYPE
PA24,Greek Stoicism plays history and future.,433,1,The query is vague and general as it lacks specific details about how Greek Stoicism relates to history and the future. It does not clarify whether it means influence on historical events,4.0,5.0,2.0,5.0,3.0,11.0,LISTEN,SPEAK,211.0,4.0,5.0,2.0,5.0,3.0,11.0,LISTEN,TYPE,211.0,4.0,5.0,2.0,5.0,3.0,11.0,LISTEN,TYPE
PA26,greek plays,433,1,"The query ""greek plays"" is quite general and could refer to a wide range of topics",,,,,,,,,213.0,1.0,3.0,4.0,4.0,5.0,2.0,LISTEN,TYPE,213.0,1.0,3.0,4.0,4.0,5.0,2.0,LISTEN,TYPE
PA27,Current events related to Greek philosophy,433,2,The query is moderately specific because it asks for current events,1.0,5.0,2.0,1.0,3.0,7.0,READ,SPEAK,214.0,1.0,5.0,2.0,1.0,3.0,7.0,READ,TYPE,214.0,1.0,5.0,2.0,1.0,3.0,7.0,READ,TYPE
PA29,Provide more info about greek philosophy,433,1,The query is very general and does not specify what aspect of Greek philosophy the user is interested in,3.0,4.0,3.0,4.0,3.0,11.0,LISTEN,SPEAK,216.0,3.0,4.0,3.0,4.0,3.0,11.0,LISTEN,TYPE,216.0,3.0,4.0,3.0,4.0,3.0,11.0,LISTEN,TYPE
PA30,event dates for greek stoic plays,433,2,The query is moderately specific because it indicates a focus on event dates,4.0,4.0,1.0,2.0,2.0,12.0,READ,SPEAK,217.0,4.0,4.0,1.0,2.0,2.0,12.0,READ,TYPE,217.0,4.0,4.0,1.0,2.0,2.0,12.0,READ,TYPE
PA32,stoic plays theatre,433,1,"The query ""stoic plays theatre"" is vague and general. It does not specify which plays",3.0,4.0,3.0,1.0,3.0,9.0,READ,SPEAK,219.0,3.0,4.0,3.0,1.0,3.0,9.0,READ,TYPE,219.0,3.0,4.0,3.0,1.0,3.0,9.0,READ,TYPE
